id,addr:city,amenity,name,name:uk,fixme:name:uk
way/515610535,,school,Szkoła Podstawowa im. Marii Curie-Skłodowskiej w Tarnogrodzie,Початкова школа,poprawić nazwę ukraińską na dokładniejszą
way/957623630,,school,Szkoła Podstawowa im. Marii Dąbrowskiej w Jarosławcu,Початкова школа,poprawić nazwę ukraińską na dokładniejszą
way/369827369,,school,Szkoła Podstawowa im. Marii Konopnickiej,Початкова школа,poprawić nazwę ukraińską na dokładniejszą
way/213206548,,school,Szkoła Podstawowa im. Marii Konopnickiej,Початкова школа,poprawić nazwę ukraińską na dokładniejszą
way/868755652,,school,Szkoła Podstawowa im. Marii Konopnickiej,Початкова школа,poprawić nazwę ukraińską na dokładniejszą
way/869087065,Garbów,school,Szkoła Podstawowa im. Marii Konopnickiej,Початкова школа,poprawić nazwę ukraińską na dokładniejszą
way/488220065,,school,Szkoła Podstawowa im. Marii Konopnickiej w Bodaczowie,Початкова школа,poprawić nazwę ukraińską na dokładniejszą
way/739676473,,school,Szkoła Podstawowa im. Marii Konopnickiej w Bukowie Wielkiej,Початкова школа,poprawić nazwę ukraińską na dokładniejszą
way/600808326,,school,Szkoła Podstawowa im. Marii Konopnickiej w Ciciborze Dużym,Початкова школа,poprawić nazwę ukraińską na dokładniejszą
node/3930822682,,school,Szkoła Podstawowa im. Marii Konopnickiej w Dominowie,Початкова школа,poprawić nazwę ukraińską na dokładniejszą
way/517507487,,school,Szkoła Podstawowa im. Marii Konopnickiej w Izbicy,Початкова школа,poprawić nazwę ukraińską na dokładniejszą
way/739676627,,school,Szkoła Podstawowa im. Marii Konopnickiej w Krzu,Початкова школа,poprawić nazwę ukraińską na dokładniejszą
way/741178683,,school,Szkoła Podstawowa im. Marii Konopnickiej w Olchowcu,Початкова школа,poprawić nazwę ukraińską na dokładniejszą
way/400934817,,school,Szkoła Podstawowa im. Marii Konopnickiej w Pisarowcach,Початкова школа,poprawić nazwę ukraińską na dokładniejszą
way/377755194,,school,Szkoła Podstawowa im. Marii Konopnickiej w Słodkowie Trzecim,Початкова школа,poprawić nazwę ukraińską na dokładniejszą
node/9543519961,,school,Szkoła Podstawowa im. Marii Konopnickiej w Strzyżowie,Початкова школа,poprawić nazwę ukraińską na dokładniejszą
way/226254121,,school,Szkoła Podstawowa im. Marii Konopnickiej w Wiśniowej,Початкова школа,poprawić nazwę ukraińską na dokładniejszą
node/8701354888,,school,Szkoła Podstawowa im. Marii Konopnickiej w Woli Sernickiej,Початкова школа,poprawić nazwę ukraińską na dokładniejszą
way/739676642,,school,Szkoła Podstawowa im. Marii Konopnickiej w Woli Skromowskiej,Початкова школа,poprawić nazwę ukraińską na dokładniejszą
node/3973291296,,school,Szkoła Podstawowa im. Marii Kownackiej,Початкова школа,poprawić nazwę ukraińską na dokładniejszą
way/438787152,,school,Szkoła Podstawowa im. Marii Kuncewiczowej w Rzeczycy,Початкова школа,poprawić nazwę ukraińską na dokładniejszą
way/40830089,Nowa Sarzyna,school,Szkoła podstawowa im. Marii Skłodowskiej-Curie,Початкова школа,poprawić nazwę ukraińską na dokładniejszą
way/597846338,,school,Szkoła Podstawowa im. Marii Wójcik w Krępcu,Початкова школа,poprawić nazwę ukraińską na dokładniejszą
node/2949234553,,school,Szkoła Podstawowa im. Marszałka Józefa Piłsudskiego,Початкова школа,poprawić nazwę ukraińską na dokładniejszą
way/1035567302,,school,Szkoła Podstawowa im. Marszałka Józefa Piłsudskiego w Horyńcu-Zdroju,Початкова школа,poprawić nazwę ukraińską na dokładniejszą
way/300621997,,school,Szkoła Podstawowa im. Marszałka Józefa Piłsudskiego w Staniszewskiem,Початкова школа,poprawić nazwę ukraińską na dokładniejszą
node/2807716804,Józefów,school,Szkoła Podstawowa im. Mieczysława Romanowskiego,Початкова школа,poprawić nazwę ukraińską na dokładniejszą
way/365769929,,school,Szkoła Podstawowa im. Mikołaja Kopernika,Початкова школа,poprawić nazwę ukraińską na dokładniejszą
way/800763788,,school,Szkoła Podstawowa im. Mikołaja Kopernika w Wandowie,Початкова школа,poprawić nazwę ukraińską na dokładniejszą
node/9543463037,,school,Szkoła Podstawowa im. Mikołaja Kopernika w Wiszniowie,Початкова школа,poprawić nazwę ukraińską na dokładniejszą
way/741178646,Rejowiec,school,Szkoła Podstawowa im. Mikołaja Reja w Rejowcu,Початкова школа,poprawić nazwę ukraińską na dokładniejszą
way/741178611,,school,Szkoła Podstawowa im. Mikołaja Reja w Rejowcu Fabrycznym,Початкова школа,poprawić nazwę ukraińską na dokładniejszą
way/222891596,,school,Szkoła Podstawowa im. Najświętszego Serca Jezusa w Starej Wsi,Початкова школа,poprawić nazwę ukraińską na dokładniejszą
way/741178696,,school,Szkoła Podstawowa im. Noblistów Polskich w Siostrzytowie,Початкова школа,poprawić nazwę ukraińską na dokładniejszą
way/315724323,,school,Szkoła Podstawowa im. Ojca Świętego jana Pawła II w Gorzycach,Початкова школа,poprawić nazwę ukraińską na dokładniejszą
way/789277213,,school,Szkoła Podstawowa im. Ordynacji Zamoyskiej w Sabaudii,Початкова школа,poprawić nazwę ukraińską na dokładniejszą
way/796947095,,school,Szkoła Podstawowa im. Orła Białego,Початкова школа,poprawić nazwę ukraińską na dokładniejszą
way/919306801,,school,Szkoła Podstawowa im. Orła Białego z Oddziałami Przedszkolnymi w Czernicu,Початкова школа,poprawić nazwę ukraińską na dokładniejszą
way/475685359,,school,Szkoła Podstawowa im. Papieża Jana Pawła II,Початкова школа,poprawić nazwę ukraińską na dokładniejszą
node/9543453891,,school,Szkoła Podstawowa im. Papieża Jana Pawła II w Moniatyczach,Початкова школа,poprawić nazwę ukraińską na dokładniejszą
way/608711661,,school,Szkoła Podstawowa im. Papieża Jana Pawła II w Szarowoli,Початкова школа,poprawić nazwę ukraińską na dokładniejszą
way/980956411,,school,Szkoła Podstawowa im. Papieża Jana Pawła II w Uchaniach,Початкова школа,poprawić nazwę ukraińską na dokładniejszą
way/395792784,,school,Szkoła Podstawowa im. Piotra Michałowskiego,Початкова школа,poprawić nazwę ukraińską na dokładniejszą
node/1076904650,Bychawa,school,Szkoła Podstawowa im. Polski Niepodległej w Bychawie,Початкова школа,poprawić nazwę ukraińską na dokładniejszą
way/739676619,,school,Szkoła Podstawowa im. Polskich noblistów z oddziałami Przedszkolnymi w Kłoczewie,Початкова школа,poprawić nazwę ukraińską na dokładniejszą
way/739676544,,school,Szkoła Podstawowa im. Powstańców Styczniowych w Chruślinie,Початкова школа,poprawić nazwę ukraińską na dokładniejszą
way/823237343,,school,Szkoła Podstawowa im. Powstańców Styczniowych w Fajsławicach,Початкова школа,poprawić nazwę ukraińską na dokładniejszą
node/7475740249,,school,"Szkoła Podstawowa im. ppłk. Wacława Rejmaka ps. ""Ostoja"" w Jedlance",Початкова школа,poprawić nazwę ukraińską na dokładniejszą
way/396209627,,school,"Szkoła Podstawowa im. Prezydenta Rzeczypospolitej Polskiej Lecha Kaczyńskiego w Chłopicach, Filia w Boratynie",Початкова школа,poprawić nazwę ukraińską na dokładniejszą
node/5812390058,Urszulin,school,Szkoła Podstawowa im. prof. Alfreda Lityńskiego,Початкова школа,poprawić nazwę ukraińską na dokładniejszą
node/1871658144,,school,Szkoła Podstawowa im. prof. Stefana Myczkowskiego w Jankowicach,Початкова школа,poprawić nazwę ukraińską na dokładniejszą
way/478576640,Łabuńki Pierwsze,school,Szkoła podstawowa im. Prymasa Stefana Wyszyńskiego w Łabuńkach Pierwszych,Початкова школа,poprawić nazwę ukraińską na dokładniejszą
way/371272266,,school,Szkoła Podstawowa im. Prymasa Tysiąclecia ks. kard. Stefana Wyszyńskiego w Babicach,Початкова школа,poprawić nazwę ukraińską na dokładniejszą
way/282333176,,school,Szkoła Podstawowa im. Romualda Traugutta,Початкова школа,poprawić nazwę ukraińską na dokładniejszą
way/741178595,,school,Szkoła Podstawowa im. Romualda Traugutta w Uhrze,Початкова школа,poprawić nazwę ukraińską na dokładniejszą
way/313948019,Różanka,school,Szkoła Podstawowa im. Róży Marii Zamoyskiej w Różance,Початкова школа,poprawić nazwę ukraińską na dokładniejszą
way/739676571,,school,Szkoła Podstawowa im. Róży Zamoyskiej nr 3 w Szczebrzeszynie,Початкова школа,poprawić nazwę ukraińską na dokładniejszą
way/908582710,,school,Szkoła Podstawowa im. S. Żeromskiego,Початкова школа,poprawić nazwę ukraińską na dokładniejszą
way/309905108,,school,Szkoła Podstawowa im. Stanisława Gałuszki w Przybówce,Початкова школа,poprawić nazwę ukraińską na dokładniejszą
way/554088542,,school,Szkoła Podstawowa im. Stanisława Jachowicza,Початкова школа,poprawić nazwę ukraińską na dokładniejszą
node/1985580783,Jabłonna Druga,school,Szkoła Podstawowa im. Stanisława Konarskiego w Jabłonnie,Початкова школа,poprawić nazwę ukraińską na dokładniejszą
way/219033709,Milejów,school,Szkoła Podstawowa im. Stanisława Konarskiego w Milejowie,Початкова школа,poprawić nazwę ukraińską na dokładniejszą
way/714509181,,school,Szkoła Podstawowa im. Stanisława Marusarza w Wojciechowie,Початкова школа,poprawić nazwę ukraińską na dokładniejszą
way/311250059,,school,Szkoła Podstawowa im. Stanisława Staszica,Початкова школа,poprawić nazwę ukraińską na dokładniejszą
way/297687713,Leśna Podlaska,school,Szkoła Podstawowa im. Stanisława Staszica w Leśnej Podlaskiej,Початкова школа,poprawić nazwę ukraińską na dokładniejszą
node/9543391582,,school,Szkoła Podstawowa im. Stanisława Staszica w Ulhówku,Початкова школа,poprawić nazwę ukraińską na dokładniejszą
node/2392636541,Głogów Małopolski,school,Szkoła Podstawowa im. Stanisława Ujdy,Початкова школа,poprawić nazwę ukraińską na dokładniejszą
way/404042450,Wrocanka,school,Szkoła Podstawowa im. Stanisławy Grelli,Початкова школа,poprawić nazwę ukraińską na dokładniejszą
node/2591219024,Biskupice,school,Szkoła Podstawowa im. Stefana Batorego,Початкова школа,poprawić nazwę ukraińską na dokładniejszą
way/257030103,,school,Szkoła Podstawowa im. Stefana Czarnieckiego,Початкова школа,poprawić nazwę ukraińską na dokładniejszą
way/300694344,,school,Szkoła Podstawowa im. Stefana Wyszyńskiego,Початкова школа,poprawić nazwę ukraińską na dokładniejszą
way/710709801,,school,Szkoła Podstawowa im. Stefana Żeromskiego,Початкова школа,poprawić nazwę ukraińską na dokładniejszą
way/597478322,,school,Szkoła Podstawowa im. Stefana Żeromskiego w Poniatowej,Початкова школа,poprawić nazwę ukraińską na dokładniejszą
node/2521282482,,school,Szkoła podstawowa im. Św Floriana,Початкова школа,poprawić nazwę ukraińską na dokładniejszą
way/230607394,,school,Szkoła Podstawowa im. św. Jadwigi Królowej w Sieteszy,Початкова школа,poprawić nazwę ukraińską na dokładniejszą
way/188983370,Wysoka,school,Szkoła Podstawowa im. Św. Jana Bosco,Початкова школа,poprawić nazwę ukraińską na dokładniejszą
way/1017673866,,school,Szkoła Podstawowa im. św. Jana Kantego w Łopuszce Wielkiej,Початкова школа,poprawić nazwę ukraińską na dokładniejszą
way/988094460,,school,Szkoła Podstawowa im. Św. Jana Kantego w Nowosielcach,Початкова школа,poprawić nazwę ukraińską na dokładniejszą
way/385502262,,school,Szkoła Podstawowa im. św. Jana Kantego w Targowiskach,Початкова школа,poprawić nazwę ukraińską na dokładniejszą
way/156946590,,school,Szkoła Podstawowa im. św. Jana Pawła II,Початкова школа,poprawić nazwę ukraińską na dokładniejszą
way/45282324,Raniżów,school,Szkoła Podstawowa im. św. Jana Pawła II w Raniżowie,Початкова школа,poprawić nazwę ukraińską na dokładniejszą
way/741178649,,school,Szkoła Podstawowa im. św. Jana Pawła II w Rozkopaczewie,Початкова школа,poprawić nazwę ukraińską na dokładniejszą
way/860333582,,school,Szkoła Podstawowa im. św. Królowej Jadwigi w Maćkówce,Початкова школа,poprawić nazwę ukraińską na dokładniejszą
way/739676644,,school,Szkoła Podstawowa im. św. Maksymiliana Marii Kolbe w Pusznie Godowskim,Початкова школа,poprawić nazwę ukraińską na dokładniejszą
way/486374840,,school,Szkoła Podstawowa im. Św. S. Kostki  w Golcach,Початкова школа,poprawić nazwę ukraińską na dokładniejszą
way/431617312,,school,Szkoła Podstawowa im. św. Stanisława Kostki,Початкова школа,poprawić nazwę ukraińską na dokładniejszą
way/440866823,,school,Szkoła Podstawowa im. Świętego Michała Archanioła,Початкова школа,poprawić nazwę ukraińską na dokładniejszą
way/353914588,,school,Szkoła Podstawowa im. świętego Stanisława Kostki,Початкова школа,poprawić nazwę ukraińską na dokładniejszą
way/401200866,,school,Szkoła Podstawowa im. Świętej Jadwigi Królwej Polski z Oddziałem Przedszkolnym w Izdebkach,Початкова школа,poprawić nazwę ukraińską na dokładniejszą
way/739676637,,school,Szkoła Podstawowa im. Synów Pułku w Siennicy Różanej,Початкова школа,poprawić nazwę ukraińską na dokładniejszą
way/361460178,,school,Szkoła Podstawowa im. Szarych Szeregów,Початкова школа,poprawić nazwę ukraińską na dokładniejszą
node/1879562934,,school,Szkoła Podstawowa im. Szymona Szymonowica w Czernięcinie,Початкова школа,poprawić nazwę ukraińską na dokładniejszą
way/946011942,,school,Szkoła Podstawowa im. T. Kościuszki w Nawsiu Brzosteckim,Початкова школа,poprawić nazwę ukraińską na dokładniejszą
node/3913093734,,school,Szkoła Podstawowa im. Tadeusza Kościuszki,Початкова школа,poprawić nazwę ukraińską na dokładniejszą
way/367893149,,school,Szkoła Podstawowa im. Tadeusza Kościuszki,Початкова школа,poprawić nazwę ukraińską na dokładniejszą
node/9349322238,,school,Szkoła Podstawowa im. Tadeusza Kościuszki w Cieklinie,Початкова школа,poprawić nazwę ukraińską na dokładniejszą
way/734094332,,school,Szkoła Podstawowa im. Tadeusza Kościuszki w Dołholisce,Початкова школа,poprawić nazwę ukraińską na dokładniejszą
node/9543480488,,school,Szkoła Podstawowa im. Tadeusza Kościuszki w Husynnem,Початкова школа,poprawić nazwę ukraińską na dokładniejszą
way/739676568,,school,Szkoła Podstawowa im. Tadeusza Kościuszki w Jarczewie,Початкова школа,poprawić nazwę ukraińską na dokładniejszą
way/739676561,,school,Szkoła Podstawowa im. Tadeusza Kościuszki w Sobianowicach,Початкова школа,poprawić nazwę ukraińską na dokładniejszą
way/739676462,,school,Szkoła Podstawowa im. Tadeusza Kościuszki w Sosnowicy,Початкова школа,poprawić nazwę ukraińską na dokładniejszą
way/789277229,,school,Szkoła Podstawowa im. Tadeusza Kościuszki w Wilkołazie,Початкова школа,poprawić nazwę ukraińską na dokładniejszą
way/849472833,,school,Szkoła Podstawowa im. Tytusa Trzecieskiego w Miejscu Piastowym,Початкова школа,poprawić nazwę ukraińską na dokładniejszą
way/346551747,,school,Szkoła Podstawowa im. Unitów Drelowskich w Drelowie,Початкова школа,poprawić nazwę ukraińską na dokładniejszą
way/844498344,,school,Szkoła Podstawowa im. W. Manierskiego w Jedliczu,Початкова школа,poprawić nazwę ukraińską na dokładniejszą
way/739676541,,school,Szkoła Podstawowa im. Wacława Rafalskiego w Ostrowie,Початкова школа,poprawić nazwę ukraińską na dokładniejszą
way/806011554,,school,Szkoła Podstawowa im. Wandy Chotomskiej,Початкова школа,poprawić nazwę ukraińską na dokładniejszą
node/4352219757,,school,Szkoła Podstawowa im. Wandy Chotomskiej w Dąbiu,Початкова школа,poprawić nazwę ukraińską na dokładniejszą
node/6925697374,,school,Szkoła Podstawowa im. Wandy Popławskiej w Sitnie,Початкова школа,poprawić nazwę ukraińską na dokładniejszą
way/367498838,,school,"Szkoła Podstawowa im. Wiktora i Walerii Jeżo, Żołnierzy Armii Krajowej",Початкова школа,poprawić nazwę ukraińską na dokładniejszą
node/1793435590,,school,Szkoła Podstawowa im. Wincentego Witosa,Початкова школа,poprawić nazwę ukraińską na dokładniejszą
way/298643419,,school,Szkoła Podstawowa im. Wincentego Witosa w Górkach,Початкова школа,poprawić nazwę ukraińską na dokładniejszą
way/346922857,,school,Szkoła Podstawowa im. Wincentego Witosa w Tarnawie Dolnej,Початкова школа,poprawić nazwę ukraińską na dokładniejszą
way/301635555,Czudec,school,Szkoła Podstawowa im. Wyszyńskiego,Початкова школа,poprawić nazwę ukraińską na dokładniejszą
node/1793477668,,school,Szkoła Podstawowa im. Ziemi Lubelskiej,Початкова школа,poprawić nazwę ukraińską na dokładniejszą
way/196755582,,school,Szkoła Podstawowa im. Zofii Przewłockiej w Woli Gałęzowskiej,Початкова школа,poprawić nazwę ukraińską na dokładniejszą
way/192509969,,school,Szkoła Podstawowa im. Zofii Trzcińskiej-Kamińskiej w Leścach,Початкова школа,poprawić nazwę ukraińską na dokładniejszą
way/666328539,,school,Szkoła Podstawowa im. Żołnierzy - Bohaterów Armii Krajowej w Krężnicy Jarej,Початкова школа,poprawić nazwę ukraińską na dokładniejszą
node/9543378477,,school,Szkoła Podstawowa im.generała Nikodema Sulika,Початкова школа,poprawić nazwę ukraińską na dokładniejszą
node/3801546942,,school,Szkoła Podstawowa im.Leona Hempla,Початкова школа,poprawić nazwę ukraińską na dokładniejszą
way/407970827,,school,Szkoła Podstawowa im.Tadeusza Kościuszki,Початкова школа,poprawić nazwę ukraińską na dokładniejszą
way/956679479,,school,"Szkoła Podstawowa imienia Edwarda Markiewicza pseudonim ""Kalina"" w Osuchach",Початкова школа,poprawić nazwę ukraińską na dokładniejszą
way/210273905,,school,Szkoła Podstawowa imienia Hansa Christiana Andersena,Початкова школа,poprawić nazwę ukraińską na dokładniejszą
way/305611444,,school,Szkoła Podstawowa imienia Jana Pawła II w Dereźni Solskiej,Початкова школа,poprawić nazwę ukraińską na dokładniejszą
way/210273906,,school,Szkoła Podstawowa imienia Kornela Makuszyńskiego,Початкова школа,poprawić nazwę ukraińską na dokładniejszą
way/210273908,,school,Szkoła Podstawowa imienia księdza Jana Twardowskiego,Початкова школа,poprawić nazwę ukraińską na dokładniejszą
way/210273907,,school,Szkoła Podstawowa imienia Wacława Iwaniuka,Початкова школа,poprawić nazwę ukraińską na dokładniejszą
node/9533321332,,school,Szkoła Podstawowa imienia Wojsk Ochrony Pogranicza,Початкова школа,poprawić nazwę ukraińską na dokładniejszą
node/9269609104,,school,Szkoła Podstawowa Mistrzostwa Sportowego Resovia,Початкова школа,poprawić nazwę ukraińską na dokładniejszą
node/1013229719,Lubartów,school,Szkoła Podstawowa Nr 1,Початкова школа,poprawić nazwę ukraińską na dokładniejszą
node/1431070086,,school,Szkoła Podstawowa nr 1,Початкова школа,poprawić nazwę ukraińską na dokładniejszą
node/5337857545,,school,Szkoła Podstawowa nr 1,Початкова школа,poprawić nazwę ukraińską na dokładniejszą
way/353644812,,school,Szkoła Podstawowa nr 1,Початкова школа,poprawić nazwę ukraińską na dokładniejszą
way/284658095,,school,Szkoła Podstawowa nr 1,Початкова школа,poprawić nazwę ukraińską na dokładniejszą
way/170002114,Leżajsk,school,Szkoła Podstawowa nr 1,Початкова школа,poprawić nazwę ukraińską na dokładniejszą
way/531697397,,school,Szkoła Podstawowa nr 1,Початкова школа,poprawić nazwę ukraińską na dokładniejszą
way/314635817,Biała Podlaska,school,Szkoła Podstawowa nr 1,Початкова школа,poprawić nazwę ukraińską na dokładniejszą
way/274114390,,school,Szkoła Podstawowa nr 1 im Generała Bronisława Prugara-Ketlinga,Початкова школа,poprawić nazwę ukraińską na dokładniejszą
way/557079251,,school,Szkoła Podstawowa nr 1 im ks. Adama Osetka,Початкова школа,poprawić nazwę ukraińską na dokładniejszą
way/220028969,Lubaczów,school,Szkoła Podstawowa nr 1 im. gen. Stanisława Dąbka,Початкова школа,poprawić nazwę ukraińską na dokładniejszą
relation/13237427,,school,Szkoła Podstawowa nr 1 im. Henryka Sienkiewicza,Початкова школа,poprawić nazwę ukraińską na dokładniejszą
way/319169641,,school,Szkoła Podstawowa Nr 1 im. Jana Pawła II,Початкова школа,poprawić nazwę ukraińską na dokładniejszą
way/408931708,,school,Szkoła Podstawowa Nr 1 im. Kardynała Stefana Wyszyńskiego w Bratkowicach,Початкова школа,poprawić nazwę ukraińską na dokładniejszą
node/1660321491,,school,Szkoła Podstawowa Nr 1 im. Kornela Makuszyńskiego,Початкова школа,poprawić nazwę ukraińską na dokładniejszą
way/660915355,,school,Szkoła Podstawowa Nr 1 im. Kornela Makuszyńskiego,Початкова школа,poprawić nazwę ukraińską na dokładniejszą
way/752098233,,school,Szkoła Podstawowa nr 1 im. ks. Franciszka Blachnickiego w Jodłowej,Початкова школа,poprawić nazwę ukraińską na dokładniejszą
way/176440014,Lublin,school,Szkoła Podstawowa nr 1 im. Ks. Stanisława Konarskiego,Початкова школа,poprawić nazwę ukraińską na dokładniejszą
way/377845580,,school,Szkoła Podstawowa Nr 1 im. Marii Konopnickiej,Початкова школа,poprawić nazwę ukraińską na dokładniejszą
way/722787500,,school,Szkoła Podstawowa Nr 1 im. Marszałka Józefa Piłsudskiego,Початкова школа,poprawić nazwę ukraińską na dokładniejszą
way/379373337,,school,Szkoła Podstawowa nr 1 im. Mikołaja Kopernika w Ustrzykach Dolnych,Початкова школа,poprawić nazwę ukraińską na dokładniejszą
way/342424718,,school,Szkoła Podstawowa nr 1 im. ppłk Ludwika Marszałka 'Zbroi' w Brzezinach,Початкова школа,poprawić nazwę ukraińską na dokładniejszą
node/2971346707,,school,Szkoła Podstawowa nr 1 im. Sługi Bożego Księdza Prymasa Stefana Kardynała Wyszyńskiego w Biłgoraju,Початкова школа,poprawić nazwę ukraińską na dokładniejszą
way/189774611,Łańcut,school,Szkoła Podstawowa nr 1 im. Stefana Kardynała Wyszyńskiego,Початкова школа,poprawić nazwę ukraińską na dokładniejszą
way/199711331,Żołynia,school,Szkoła Podstawowa nr 1 im. św. Jana Kantego,Початкова школа,poprawić nazwę ukraińską na dokładniejszą
way/596003780,,school,Szkoła Podstawowa nr 1 im. Tadeusza Kościuszki,Початкова школа,poprawić nazwę ukraińską na dokładniejszą
way/255525643,Parczew,school,Szkoła Podstawowa nr 1 im. Tadeusza Kościuszki,Початкова школа,poprawić nazwę ukraińską na dokładniejszą
way/404725000,,school,Szkoła Podstawowa nr 1 im. Tadeusza Kościuszki w Białobrzegach,Початкова школа,poprawić nazwę ukraińską na dokładniejszą
way/359235553,,school,Szkoła Podstawowa Nr 1 im. Władysława Szafera,Початкова школа,poprawić nazwę ukraińską na dokładniejszą
way/500331124,,school,Szkoła Podstawowa nr 1 im. Władysława Szafera w Brzozowie,Початкова школа,poprawić nazwę ukraińską na dokładniejszą
way/500331126,,school,Szkoła Podstawowa nr 1 im. Władysława Szafera w Brzozowie,Початкова школа,poprawić nazwę ukraińską na dokładniejszą
way/282244835,,school,Szkoła Podstawowa nr 1 imienia Sługi Bożego Księdza Prymasa Stefana Kardynała Wyszyńskiego w Biłgoraju,Початкова школа,poprawić nazwę ukraińską na dokładniejszą
node/5176347463,,school,Szkoła Podstawowa nr 1 w Głębokiem,Початкова школа,poprawić nazwę ukraińską na dokładniejszą
way/783689883,,school,Szkoła Podstawowa Nr 1 w Osobnicy,Початкова школа,poprawić nazwę ukraińską na dokładniejszą
way/712701101,,school,Szkoła Podstawowa nr 10,Початкова школа,poprawić nazwę ukraińską na dokładniejszą
way/295674245,Tarnobrzeg,school,Szkoła Podstawowa Nr 10,Початкова школа,poprawić nazwę ukraińską na dokładniejszą
way/201251633,Rzeszów,school,Szkoła podstawowa nr 10,Початкова школа,poprawić nazwę ukraińską na dokładniejszą
way/589201816,,school,Szkoła Podstawowa nr 10 im. Adama Mickiewicza,Початкова школа,poprawić nazwę ukraińską na dokładniejszą
node/1864469491,Lublin,school,Szkoła Podstawowa Nr 10 im. Henryka Sienkiewicza,Початкова школа,poprawić nazwę ukraińską na dokładniejszą
node/372190461,Chełm,school,Szkoła Podstawowa nr 10 im. Jerzego Popiełuszki,Початкова школа,poprawić nazwę ukraińską na dokładniejszą
way/520689002,Dębica,school,Szkoła Podstawowa nr 10 im. ks. prof. Alojzego Franciszka Nosala,Початкова школа,poprawić nazwę ukraińską na dokładniejszą
way/315053428,Jarosław,school,Szkoła Podstawowa nr 10 im. Wojska Polskiego,Початкова школа,poprawić nazwę ukraińską na dokładniejszą
way/146257558,Zamość,school,Szkoła Podstawowa nr 10 z Oddziałami Integracyjnymi im. W. Łukasińskiego,Початкова школа,poprawić nazwę ukraińską na dokładniejszą
way/312515489,Mielec,school,Szkoła Podstawowa nr 11,Початкова школа,poprawić nazwę ukraińską na dokładniejszą
way/217160251,,school,Szkoła Podstawowa nr 11,Початкова школа,poprawić nazwę ukraińską na dokładniejszą
way/334280833,,school,Szkoła Podstawowa nr 11 im. Henryka Jordana w Przemyślu,Початкова школа,poprawić nazwę ukraińską na dokładniejszą
relation/7603734,Puławy,school,Szkoła Podstawowa nr 11 im. Henryka Sienkiewicza w Puławach,Початкова школа,poprawić nazwę ukraińską na dokładniejszą
node/1896570054,Lublin,school,Szkoła Podstawowa Nr 11 im. Stanisławy Filipiny Paleolog,Початкова школа,poprawić nazwę ukraińską na dokładniejszą
way/313625325,Jarosław,school,Szkoła Podstawowa nr 11 z Oddziałami Integracyjnymi,Початкова школа,poprawić nazwę ukraińską na dokładniejszą
relation/2656783,Rzeszów,school,Szkoła Podstawowa nr 12,Початкова школа,poprawić nazwę ukraińską na dokładniejszą
way/1024680671,Mielec,school,Szkoła Podstawowa nr 12,Початкова школа,poprawić nazwę ukraińską na dokładniejszą
way/721207155,,school,Szkoła Podstawowa nr 12 im. Armii Krajowej,Початкова школа,poprawić nazwę ukraińską na dokładniejszą
way/712701064,,school,Szkoła Podstawowa nr 12 w Krośnie,Початкова школа,poprawić nazwę ukraińską na dokładniejszą
way/288229370,,school,Szkoła Podstawowa nr 13,Початкова школа,poprawić nazwę ukraińską na dokładniejszą
way/299660724,,school,Szkoła Podstawowa nr 13 im. Jana Bytnara Rudego,Початкова школа,poprawić nazwę ukraińską na dokładniejszą
way/170097217,Krosno,school,Szkoła Podstawowa Nr 14,Початкова школа,poprawić nazwę ukraińską na dokładniejszą
way/333356847,,school,Szkoła Podstawowa nr 14 im. Zjednoczonej Europy,Початкова школа,poprawić nazwę ukraińską na dokładniejszą
way/633716095,,school,Szkoła podstawowa nr 15,Початкова школа,poprawić nazwę ukraińską na dokładniejszą
way/334201333,,school,Szkoła Podstawowa nr 15 im. Adama Mickiewicza,Початкова школа,poprawić nazwę ukraińską na dokładniejszą
way/239669559,,school,Szkoła Podstawowa nr 16,Початкова школа,poprawić nazwę ukraińską na dokładniejszą
way/190286423,Lublin,school,Szkoła Podstawowa nr 16 im. Fryderyka Chopina w Lublinie,Початкова школа,poprawić nazwę ukraińską na dokładniejszą
way/211965605,,school,Szkoła Podstawowa nr 17,Початкова школа,poprawić nazwę ukraińską na dokładniejszą
way/467951767,Rzeszów,school,Szkoła Podstawowa Nr 18,Початкова школа,poprawić nazwę ukraińską na dokładniejszą
way/294104516,,school,Szkoła Podstawowa nr 18 im. Macieja Rataja,Початкова школа,poprawić nazwę ukraińską na dokładniejszą
relation/2657106,,school,Szkoła Podstawowa nr 2,Початкова школа,poprawić nazwę ukraińską na dokładniejszą
way/418955155,,school,Szkoła Podstawowa Nr 2,Початкова школа,poprawić nazwę ukraińską na dokładniejszą
way/238203035,,school,Szkoła Podstawowa nr 2,Початкова школа,poprawić nazwę ukraińską na dokładniejszą
way/193877031,Łańcut,school,Szkoła Podstawowa nr 2,Початкова школа,poprawić nazwę ukraińską na dokładniejszą
way/183390730,Leżajsk,school,Szkoła Podstawowa nr 2,Початкова школа,poprawić nazwę ukraińską na dokładniejszą
way/428001027,,school,Szkoła Podstawowa nr 2,Початкова школа,poprawić nazwę ukraińską na dokładniejszą
way/422002914,,school,Szkoła Podstawowa nr 2,Початкова школа,poprawić nazwę ukraińską na dokładniejszą
way/157020304,,school,Szkoła Podstawowa nr 2,Початкова школа,poprawić nazwę ukraińską na dokładniejszą
