id,addr:city,amenity,name,name:uk,fixme:name:uk
way/311005477,,school,Szkoła Podstawowej im. Stanisława Staszica,Початкова школа,poprawić nazwę ukraińską na dokładniejszą
way/788896346,,school,"Szkoła Podstawowa ""Mała Akademia"" z Oddziałem Przedszkolnym we Wnętrznem","Початкова школа ""Мала Aкадемія"" з відділенням дитячого садка у Вентжне ",
way/789277208,,school,"Szkoła Podstawowa ""SIW"" w Paszenkach",Початкова школа «СІВ» у Пашенках,
way/483187332,,school,Szkoła Podstawowa im. 100-lecia Niepodległości Polski w Kalinówce,Початкова школа 100-річчя незалежності Польщі в Калинівці ,
node/6700641119,,school,SP 15,Початкова школа 15,
node/9543427783,,school,"Szkoła Podstawowa im. 15 Pułku Piechoty ""Wilków'' w Stefankowicach",Початкова школа 15-го Піхотного Полку «Вількув» у Стефанковицях,
way/839355994,,school,"Szkoła Podstawowa im. 1 Pułku Lotnictwa Myśliwskiego ""Warszawa"" z oddziałami przedszkolnymi",Початкова школа 1-го Винищувального Авіаційного Полку «Варшава» з дитсадками ,
node/6925699742,,school,Szkoła Podstawowa im. 27 Wołyńskiej Dywizji Piechoty AK w Skrobowie,Початкова школа 27-ї Стрілецької волинської дивізії Армії Крайової у Скробові,
way/741178631,,school,Szkoła Podstawowa im. 30 Poleskiej Dywizji Piechoty AK w Grabanowie,Початкова школа 30-ї Поліської піхотної дивізії Армії Крайової в Грабанові,
way/444385057,,school,Szkoła Podstawowa im. 4 Brygady Pancernej Wojska Polskiego,Початкова школа 4-ї Бронетанкової бригади Війська Польського,
node/5851361113,,school,Szkoła Podstawa w Gwoźnicy Górnej,Початкова школа в Гвожниці Горній,
way/338536368,,school,Szkoła Podstawowa w Lesznie,Початкова школа в Лешно,
way/364129849,,school,SP w Nowej Wsi,Початкова школа в Новей Всі,
way/496867576,,school,SP w Radoryżu Kościelnym,Початкова школа в Радорижу-Косьцельним,
way/1035834982,,school,Filia w Rudzie Szkoły Podstawowej w Rudzie-Hucie,Початкова школа в Руді-Гуті - Філія в Руді,
node/6938849487,,school,Szkoła Podstawowa im. Adama Mickiewicza w Konstantynowie,Початкова школа іи. Адама Міцкевича в Константинові,
node/3973026411,,school,Szkoła Podstawowa im. Dywizjonu 301 w Leszkowicach,Початкова школа ім. 301 Ескадрилі в Лешковіцах,
way/311131374,,school,"Szkoła Podstawowa im. III Zgrupowania Armii Krajowej ""Pocisk"" w Dobrkowie",Початкова школа ім. III угруповання Армії Крайової «Поциск» у Добркові,
way/902668387,,school,Szkoła Podstawowa im. Adama Mickiewicza,Початкова школа ім. Адама Міцкевича,
way/486436587,,school,Szkoła Podstawowa im. Adama Mickiewicza w Borowej,Початкова школа ім. Адама Міцкевича у Боровій,
way/746238113,,school,Szkoła Podstawowa im. Amelii hr. Łubieńskiej w Kolanie,Початкова школа ім. Амелії графині Лубеньської в Колані,
node/9269455200,,school,Szkoła Podstawowa im. Anny z Działyńskich Potockiej w Posadzie Górnej,Початкова школа ім. Анни Потоцькоїз Дзялинська в Посаді Гурній,
way/607071012,,school,Szkoła Podstawowa im. Anny i Andrzeja Nowaków w Ożarowie,Початкова школа ім. Анни та Анджея Новаків в Ожарові,
way/319248072,,school,Szkoła Podstawowa im. Armii Krajowej,Початкова школа ім. Армії Крайової,
way/178772008,,school,Szkoła Podstawowa im. Armii Krajowej,Початкова школа ім. Армії Крайової,
way/787301177,,school,Szkoła Podstawowa im. Armii Krajowej w Wyrykach,Початкова школа ім. Армії Крайової у Вириках,
way/746238118,,school,Szkoła Podstawowa im. Armii Krajowej w Dębowej Kłodzie,Початкова школа ім. Армії Крайовоїї в Дембовій Клодзі,
way/1035814694,,school,Szkoła Podstawowa im. Artura Grottgera w Hubinku,Початкова школа ім. Артура Гротгера в Губінку,
way/687341236,,school,Szkoła Podstawowa im. Bartosza Głowackiego w Zarzeczu,Початкова школа ім. Бартоша Гловацького в Зажече,
node/1855247059,,school,Szkoła podstawowa im. Benedykta Wierdaka,Початкова школа ім. Бенедикта Вердака,
way/286603943,,school,Szkoła Podstawowa im. bł. ks. Józefa Kowalskiego w Siedliskach,Початкова школа ім. бл. о. Юзефа Ковальського в Седлісках,
way/487211308,,school,Szkoła podstawowa im. bł. ks. Jana Balickiego w Morawsku,Початкова школа ім. бл. о. Яна Балицького в Моравську,
node/6499633972,,school,Szkoła Podstawowa im. bł bp Własdysława Gorala,Початкова школа ім. Блаженного єпископа Владислава Гораля,
node/6901079512,,school,Szkoła podstawowa im. Bolesława Prusa w Gołąbkach,Початкова школа ім. Болеслава Пруса у Голомбках,
way/741178660,,school,Szkoła Podstawowa im. Bolesława Prusa w Przybysławicach,Початкова школа ім. Болеслава Пруса у Пшибиславицях,
way/781147931,,school,Szkoła Podstawowa im. Bolesława Prusa w Sadurkach,Початкова школа ім. Болеслава Пруса у Садурках,
node/3913093732,,school,Szkoła Podstawowa im. Heleny Mniszkówny,Початкова школа ім. Гелени Мнішковної,
way/986682704,,school,Szkoła Podstawowa im. gen. Władysława Sikorskiego w Hyżnem,Початкова школа ім. ген. Владислава Сікорського в Гижному,
way/803829011,,school,Szkoła Podstawowa im. gen. Bolesława Stachonia,Початкова школа ім. Генерала Болеслава Стахоня,
node/2337990207,Goraj,school,Szkoła Podstawowa im. gen. Władysława Sikorskiego w Goraju,Початкова школа ім. Генерала Владислава Сікорського в Гораї,
way/538740056,,school,Szkoła Podstawowa im. Henryka Sienkiewicza,Початкова школа ім. Генрика Сенкевича,
way/394601469,,school,Szkoła Podstawowa im. Henryka Sienkiewicza,Початкова школа ім. Генрика Сенкевича,
way/903792274,,school,Szkoła Podstawowa im. Henryka Sienkiewicza w Kowali,Початкова школа ім. Генрика Сенкевича в Ковалі,
way/810566464,,school,Szkoła Podstawowa im. Henryka Sienkiewicza w Końskowoli,Початкова школа ім. Генрика Сенкевича в Коньсковолі,
way/799312809,,school,Szkoła Podstawowa im. Henryka Sienkiewicza w Lisikierzu,Початкова школа ім. Генрика Сенкевича в Лисікєжі,
way/299102522,,school,Szkoła Podstawowa im. Henryka Sienkiewicza w Podzamczu,Початкова школа ім. Генрика Сенкевича в Підзамчі,
node/2047766303,,school,Szkoła Podstawowa im. Henryka Sienkiewicza w Siedliszczu,Початкова школа ім. Генрика Сенкевича в Седліщі,
way/741178682,,school,Szkoła Podstawowa im. Henryka Sienkiewicza w Talczynie,Початкова школа ім. Генрика Сенкевича в Тальчині,
way/298733695,,school,Szkoła Podstawowa im. Bohaterów Armii Krajowej,Початкова школа ім. Героїв Армії Крайової,
node/9543553531,Dubienka,school,Szkoła Podstawowa im. Bohaterów Artylerii I Armii Wojska Polskiego w Dubience,Початкова школа ім. Героїв артилерії 1-го Війська Польського в Дуб’єнці,
way/390990646,,school,Szkoła Podstawowa im. Bohaterów II Wojny Światowej,Початкова школа ім. Героїв Другої світової війни,
way/403039920,,school,Szkoła Podstawowa im. Bohaterów Operacji Karpacko - Dukielskiej,Початкова школа ім. Героїв Карпатсько-Дукільської операції,
node/1937851591,,school,Szkoła Podstawowa im. Bohaterów Monte Cassino w Ostrówku,Початкова школа ім. Героїв Монте-Кассіно в Острувку,
way/416532678,,school,Szkoła Podstawowa im. Bohaterów Lotnictwa Polskiego w Komarówce Podlaskiej,Початкова школа ім. Героїв польської авіації в Комарівці Підляській,
way/379373339,,school,Szkoła Podstawowa im. Bohaterów Lotnictwa Polskiego w Ustianowej Górnej,Початкова школа ім. Героїв польської авіації в Устяновій Гурній,
way/538966118,,school,Szkoła Podstawowa im. Hetmana Stefana Żółkiewskiego w Żółkiewce,Початкова школа ім. Гетьмана Стефана Жолкевського у Жолківці,
way/699759125,,school,Szkoła Podstawowa im. Hrabiego Stanisława Tarnowskiego w Tarnowskiej Woli,Початкова школа ім. Графа Станіслава Тарновського в Тарновській Волі,
way/178987437,,school,Szkoła Podstawowa im. Grzegorza Piramowicza w Kamienicy Górnej,Початкова школа ім. Ґжегожа Пірамовича в Каменіці-Гурній,
way/603237796,,school,Szkoła Podstawowa im. Dzieci Zamojszczyzny,Початкова школа ім. Дітей Замойщини,
way/540808661,,school,Szkoła Podstawowa im. Dzieci Zamojszczyzny w Złojcu,Початкова школа ім. Дітей Замойщини в Злоєку,
way/930442467,,school,Szkoła Podstawowa im. Dzieci Zamojszczyzny w Aleksandrowie,Початкова школа ім. Дітей Замойщини в Олександрові,
way/499299513,,school,Szkoła Podstawowa im. dr Bolesława Orzechowicza w Kalnikowie,Початкова школа ім. д-ра Болеслава Оржеховича в Кальникові,
way/300265986,,school,Szkoła podstawowa im. Ewy Szelburg-Zarembiny w Niezabitowie,Початкова школа ім. Еви Шельбург-Зарембіни в Незабітові,
way/1028322410,,school,Szkoła Podstawowa im. Edmunda Łozińskiego w Potoku,Початкова школа ім. Едмунда Лозінського в Потоці,
node/9545441453,,school,Szkoła Podstawowa im. J.I.kraszewskiego w Woli Uhruskiej,Початкова школа ім. Й.І.Крашевського у Волі Угруській,
node/5646415045,,school,Szkoła Podstawowa im. Jana Pawła II,Початкова школа ім. Івана Павла ІІ,
way/370690580,,school,Szkoła Podstawowa im. Jana Pawła II,Початкова школа ім. Івана Павла ІІ,
way/863558219,Krościenko Wyżne,school,Szkoła Podstawowa im. Jana Pawła II,Початкова школа ім. Івана Павла ІІ,
way/396002144,,school,Szkoła Podstawowa im. Jana Pawła II,Початкова школа ім. Івана Павла ІІ,
way/831682153,,school,Szkoła Podstawowa im. Jana Pawła II,Початкова школа ім. Івана Павла ІІ,
way/301635544,,school,Szkoła Podstawowa im. Jana Pawła II,Початкова школа ім. Івана Павла ІІ,
way/292304349,,school,Szkoła Podstawowa im. Jana Pawła II,Початкова школа ім. Івана Павла ІІ,
way/335054740,,school,Szkoła Podstawowa im. Jana Pawła II,Початкова школа ім. Івана Павла ІІ,
node/635556899,,school,Szkoła Podstawowa im. Jana Pawła II w Łubienku,Початкова школа ім. Івана Павла ІІ  в Любієнку,
way/789277225,,school,Szkoła Podstawowa im. Jana Pawła II w Antoniówce,Початкова школа ім. Івана Павла ІІ в Антонівці,
way/511078644,,school,Szkoła Podstawowa im. Jana Pawła 2 w Kupnie,Початкова школа ім. Івана Павла ІІ в Купні,
way/739676636,,school,Szkoła Podstawowa im. Jana Pawła II w Brzostówce,Початкова школа ім. Івана Павла ІІ у Бжостівці,
way/752624334,,school,Szkoła Podstawowa im. Jana Pawła II w Woli Radzięckiej,Початкова школа ім. Івана Павла ІІ у Волі Радзецькій,
way/788896349,,school,Szkoła Podstawowa im. Jana Pawła II w Kaplonosach,Початкова школа ім. Івана Павла ІІ у Каплоносах,
way/402853665,,school,Szkoła Podstawowa im. Jana Pawła II w Lubatowej,Початкова школа ім. Івана Павла ІІ у Любатовій,
node/9543489850,,school,Szkoła Podstawowa im. Jana Pawła II w Mienianach,Початкова школа ім. Івана Павла ІІ у Менянах,
way/429065602,,school,Szkoła podstawowa im. Jana Pawła 2 w Miękiszu Starym,Початкова школа ім. Івана Павла ІІ у М'єнкіші Старому,
way/660791681,,school,Szkoła Podstawowa im. Jana Pawła II w Piwodzie,Початкова школа ім. Івана Павла ІІ у Піводзі,
way/739676468,,school,Szkoła Podstawowa im. Jana Pawła II w Siedliskach Drugich,Початкова школа ім. Івана Павла ІІ у Седлісках Других,
way/361481208,,school,Szkoła Podstawowa im. Jana Pawła 2 w Sierakoścach,Початкова школа ім. Івана Павла ІІ у Серакосьцях,
way/799312810,,school,Szkoła Podstawowa im. Jana Pawła II w Starych Kobiałkach,Початкова школа ім. Івана Павла ІІ у Старих Кобялках,
way/253487911,,school,Szkoła Podstawowa im. Jana Pawła II w Szufnarowej,Початкова школа ім. Івана Павла ІІ у Шуфнаровій,
way/449872434,Świerzowa Polska,school,Szkoła Podstawowa im. Ignacego Łukasiewicza w Świerzowej Polskiej,Початкова школа ім. Ігнація Лукасевича у Свіжовій Польській,
node/6938830708,,school,Szkoła Podstawowa im. Ignacego Mościckiego w Skierbieszowie,Початкова школа ім. Ігнація Мосціцького в Скербешові,
node/4576199078,,school,Szkoła Podstawowa im. Ignacego Solarza,Початкова школа ім. Ігнація Соляжа,
way/531230494,,school,Szkoła Podstawowa im. św. Jadwigi Królowej w Stubnie,Початкова школа ім. Королеви Ядвіги,
way/531230498,,school,Szkoła Podstawowa im. Króla Wł. Jagiełły w Medyce,Початкова школа ім. Короля Ягейли і Медиці,
way/739676533,,school,Szkoła Podstawowa im. Jana Króla w Nieliszu,Початкова школа ім. Короля Яна в Нелішу,
way/531230477,,school,Szkoła Podstawowa im. Macieja Rataja,Початкова школа ім. Матія Ратая,
node/4935259225,,school,Szkoła Podstawowa im Mikołaja Kopernika,Початкова школа ім. Миколи Коперника,
way/294597326,,school,Szkoła Podstawowa im. Aleksandra Fredry,Початкова школа ім. Олександра Фредро,
way/440728536,,school,SP im. PCK,Початкова школа ім. Польського Червоного Хресту,
node/1879197405,,school,Szkoła Podstawowa im. Batalionów Chłopskich,Початкова школа ім. Селянських батальйонів,
way/741178684,,school,Szkoła Podstawowa im. Batalionów Chłopskich w Kryłowie,Початкова школа ім. Селянських батальйонів в Крилові,
node/2544732578,,school,Szkoła podstawowa im. Batalionów Chłopskich w Różance,Початкова школа ім. Селянських батальйонів в Ружанці,
way/741178618,,school,Szkoła Podstawowa im. Franciszka Kamińskiego w Maciejowie Starym,Початкова школа ім. Франциска Камінського в Мацейові Старому,
way/789277244,,school,Szkoła Podstawowa im. Franciszka Lebiedy w Starej Wsi Drugiej,Початкова школа ім. Францішка Лебєди в Старій Всі Другій,
node/9344791323,,school,Szkoła Podstawowa im. Czesława Tańskiego,Початкова школа ім. Чеслава Танського,
way/739676573,,school,Szkoła Podstawowa im. Czesława Janczarskiego w Wielkolesie,Початкова школа ім. Чеслава Янчарського у Вельколесі,
way/359860274,,school,Szkoła Podstawowa im. Jana III Sobieskiego,Початкова школа ім. Яна III Собеського,
way/429065597,,school,Szkoła Podstawowa im. Jana III Sobieskiego w Laszkach,Початкова школа ім. Яна III Собеського в Лашках,
node/6925731309,,school,Szkoła Podstawowa im. Jana III Sobieskiego w Czerśli,Початкова школа ім. Яна III Собеського в Чершлях,
way/357000954,,school,Szkoła Podstawowa im. Jana i Kazimierza Bogdanowiczów,Початкова школа ім. Яна і Казимежа Богдановичів,
node/7649872351,,school,Szkoła Podstawowa im. Jana Kilińskiego w Tyszowcach,Початкова школа ім. Яна Кілінського в Тишовцях,
way/662913201,,school,Szkoła Podstawowa im. Jana Kochanowskiego w Łaziskach,Початкова школа ім. Яна Кохановського в Лазісках,
node/6925731906,,school,Szkoła Podstawowa im. Jana Kochanowskiego w Pawłowie,Початкова школа ім. Яна Кохановського в Павлові,
way/531413113,,school,Szkoła Podstawowa im. Jana Kochanowskiego w Szówsku,Початкова школа ім. Яна Кохановського в Шовську,
way/739676609,,school,Szkoła Podstawowa im. Jana Kochanowskiego w Nowej Woli,Початкова школа ім. Яна Кохановського у Новій Волі,
way/789277223,,school,Szkoła Podstawowa im. Jana Kochanowskiego w Śniatyczach,Початкова школа ім. Яна Кохановського у Снятичах,
way/178148561,Strzyżów,school,"Prywatne Studio Językowe ""FILOLOG""","Приватна мовна студія ""FILOLOG""",
node/8594808226,,school,Niepubliczna Szkoła Muzyczna I st.,Приватна музична школа І ст.,
way/448644932,,school,Niepubliczna Szkoła Podstawowa,Приватна музична школа І ст.,
way/766317193,,school,Niepubliczna Szkoła Podstawowa,Приватна музична школа І ст.,
node/6920825901,,school,"Niepubliczna Szkoła Podstawowa ""Klasyk""","Приватна початкова школа ""Класик""",
way/923565401,Rzeszów,school,"Niepubliczna Szkoła Podstawowa ""Kraina Uśmiechu""","Приватна початкова школа ""Країна посмішки""",
way/996328414,Przemyśl,school,Niepubliczna Szkoła Podstawowa Nr 1 im. Heleny Modrzejewskiej,Приватна початкова школа №1 ім. Хелени Моджеєвської,
way/333931673,,school,"Niepubliczna Szkoła Podstawowa nr 2 ""KAMON""","Приватна початкова школа №2 ""КАМОН""",
way/584349550,Lublin,school,Niepubliczna Szkoła Podstawowa SKRZYDŁA,Приватна початкова школа SKRZYDŁA,
way/789742965,,school,Niepubliczna Szkoła Podstawowa Atena,Приватна початкова школа Атена,
way/943878833,,school,Prywatna Szkoła Podstawowa w Biłgoraju,Приватна початкова школа в Більгораю,
way/357643812,,school,Niepubliczna Szkoła Podstawowa w Bratkowicach,Приватна початкова школа в Братковицях,
way/739676646,,school,Niepubliczna Szkoła Podstawowa w Wólce Kańskiej,Приватна початкова школа в Вольці-Каньській,
way/946059007,,school,Niepubliczna Szkoła Podstawowa w Grabowicy,Приватна початкова школа в Грабовиці,
way/831748937,,school,Niepubliczna Szkoła Podstawowa w Dańcach,Приватна початкова школа в Даньцях,
way/316106294,,school,Niepubliczna Szkoła Podstawowa w Dołhobrodach,Приватна початкова школа в Дольнобродах,
way/231344890,,school,Niepubliczna Szkoła Podstawowa w Dulczy Małej,Приватна початкова школа в Дульчи-Малей,
way/997567802,,school,Niepubliczna Szkoła Podstawowa w Żohatynie,Приватна початкова школа в Жохатині,
node/1871042636,,school,Niepubliczna Szkoła Podstawowa w Żulinie,Приватна початкова школа в Жуліні,
way/741178640,,school,Niepubliczna Szkoła Podstawowa w Żulinie,Приватна початкова школа в Жуліні,
way/741178636,,school,Niepubliczna Szkoła Podstawowa w Jezierni,Приватна початкова школа в Озерній,
node/9540161116,,school,Niepubliczna Szkoła Podstawowa w Stubienku,Приватна початкова школа в Стуб'єнку,
way/739676647,,school,Niepubliczna Szkoła Podstawowa w Justynówce,Приватна початкова школа в Юстинівці,
node/1793477665,,school,Niepubliczna Szkoła Podstawowa z Przedszkolem w Radawczyku Drugim,Приватна початкова школа з дитячим садочком в Радавчику-Другім,
way/375443472,,school,Niepubliczna Szkoła Podstawowa z Oddziałami Integracyjnymi nr 1,Приватна початкова школа з інтеграційними відділами №1,
way/293802890,,school,Niepubliczna Szkoła Podstawowa z Oddziałami Integracyjnymi Skala,Приватна початкова школа з інтеграційними відділами Скала,
way/294104517,,school,Prywatna Szkoła Podstawowa i Liceum im. Królowej Jadwigi,Приватна початкова школа і ліцей ім. Королеви Ядвіги,
way/712614025,,school,Niepubliczna Szkoła Podstawowa im. Alberta Einsteina w Lublinie,Приватна початкова школа ім. Альберта Ейнштейна в Любліні,
way/993311909,Przemyśl,school,Niepubliczna Szkoła Podstawowa im. I. Newtona w Przemyślu,Приватна початкова школа ім. І. Ньютона в Пшемишлі,
way/741178706,,school,Niepubliczna Szkoła Podstawowa im. o. Jacka Woronieckiego,Приватна початкова школа ім. отця Яцека Воронецького,
way/514788955,,school,Niepubliczna Szkoła w Orelcu,Приватна школа в Орельці,
node/2352497916,,school,Prywatne Liceum Ogólnokształcące,Приватний загальноосвітній ліцей,
node/1593934979,,school,I Prywatne Liceum Ogólnokształcące,Приватний загальноосвітній ліцей №1,
node/3429707800,,school,Niepubliczne Liceum Ogólnokształcące dla Dorosłych,Приватний загальноосвітній ліцей для дорослих,
node/9533382710,,school,Niepubliczne Liceum Ogólnokształcące dla Dorosłych w Siedliszczu,Приватний загальноосвітній ліцей для дорослих в Седліщу,
way/591777295,,school,"Niepubliczne Integracyjne Przedszkole i Szkoła Podstawowa ""EDU terapeutica""",Приватний інтегративний дитячий садок та Початкова школа «EDU terapeutica»,
node/6857293528,,school,Collegium Gostynianum Zespół Szkół Prywatnych im. bł. ks. Kazimierza Gostyńskiego,Приватний шкільний комплекс Collegium Gostinianum ім. Казимежа Гостиньського,
node/9533382708,,school,Rzemieślnicza Szkoła Zawodowa w Siedliszczu,Промислова професійна школа в Седлищі,
node/4386890039,,school,Zasadnicza Szkoła Zawodowa,професійна школа,poprawić nazwę ukraińską na dokładniejszą
way/207095399,Szczebrzeszyn,school,Zasadnicza Szkoła Zawodowa,професійна школа,poprawić nazwę ukraińską na dokładniejszą
node/5075385090,,school,Zasadnicza Szkoła Zawodowa Nr 3 w Krasnymstawie,професійна школа,poprawić nazwę ukraińską na dokładniejszą
node/9230938898,Przemyśl,school,Zasadnicza Szkoła Zawodowa nr.6,професійна школа,poprawić nazwę ukraińską na dokładniejszą
node/2125397472,,school,Zasadnicza Szkoła Zawodowa Rzemiosł Różnych,професійна школа,poprawić nazwę ukraińską na dokładniejszą
node/7040256595,,school,Zasadnicza Szkoła Zawodowa Specjalna we Włodawie,професійна школа,poprawić nazwę ukraińską na dokładniejszą
node/9270279257,,school,Zasadnicza Szkoła Zawodowa w Rakszawie,професійна школа,poprawić nazwę ukraińską na dokładniejszą
node/372191632,Nisko,school,Liceum Profilowane,Профільний ліцей,
way/789277212,,school,Publiczna Mała Szkoła Podstawowa w Radczu,Публічна мала початкова школа в Радчу,
node/1802308392,,school,Publiczna Szkoła Podstawowa,Публічна початкова школа,
node/3455239646,,school,Publiczna Szkoła Podstawowa,Публічна початкова школа,
way/327394343,,school,Publiczna Szkoła Podstawowa,Публічна початкова школа,
way/329119328,,school,Publiczna Szkoła Podstawowa,Публічна початкова школа,
way/342424717,,school,Publiczna Szkoła Podstawowa,Публічна початкова школа,
way/169052651,,school,Publiczna Szkoła Podstawowa,Публічна початкова школа,
way/151779162,,school,Publiczna Szkoła Podstawowa,Публічна початкова школа,
way/983664771,,school,Publiczna Szkoła Podstawowa Nr 1,Публічна початкова школа Nr 1,
way/741178676,,school,Publiczna Szkoła Podstawowa nr 1 im. Adama Mickiewicza w Krasnymstawie,Публічна початкова школа nr 1 ім. Адама Міцкевича в Краснимставі,
way/550429995,,school,Publiczna Szkoła Podstawowa nr 1 im. Wacława Górskiego,Публічна початкова школа nr 1 ім. Вацлава Ґурського,
way/230960728,,school,Publiczna Szkoła Podstawowa nr 1 im. Mariana Osińskiego,Публічна початкова школа nr 1 ім. Мар'яна Осіньського,
way/405377305,Dębica,school,Publiczna Szkoła Podstawowa nr 11 z Oddziałami Integracyjnymi im. 5 Pułku Strzelców Konnych Armii Krajowej,Публічна початкова школа nr 11 з відділами інтеграційними ім.  Полку Кінних Стрільців Армії Крайової ,
way/1004734028,,school,Publiczna Szkoła Podstawowa Nr 12 im. Jana Pawła II w Stalowej Woli,Публічна початкова школа nr 12 ім. Івана Павла ІІ в Сталевій Волі,
way/230963577,,school,Publiczna Szkoła Podstawowa nr 2 im. Jana Pawła II w Rykach,Публічна початкова школа nr 2 ім. Івана Павла ІІ в Риках,
way/337561998,Kraśnik,school,Publiczna Szkoła Podstawowa nr 2 im. Mikołaja Kopernika w Kraśniku,Публічна початкова школа nr 2 ім. Миколи Коперника в Красьніку,
way/187180730,Nisko,school,Publiczna Szkoła Podstawowa Nr 3 w Zespole Szkół Nr 3 w Nisku,Публічна початкова школа nr 3 в Спілці Шкіл nr 3 в Нискові,
way/518872888,,school,Publiczna Szkoła Podstawowa nr 3 im. Bohaterów Westerplatte,Публічна початкова школа nr 3 ім. Героїв Вестерплатте,
node/372191789,Nisko,school,Publiczna Szkoła Podstawowa Nr 4 w Nisku,Публічна початкова школа nr 4 в Нискові,
way/550124854,,school,Publiczna Szkoła Podstawowa nr 4 im. E. Kwiatkowskiego,Публічна початкова школа nr 4 ім. Е. Квітковського,
way/230639150,,school,Publiczna Szkoła Podstawowa nr 5,Публічна початкова школа nr 5,
node/9269932650,,school,Publiczna Szkoła Podstawowa nr 5 w Nisku im. Podoficerskiej Szkoły Piechoty dla Małoletnich,Публічна початкова школа nr 5 в Нискові ім. Підофіцерської Школи Піхоти для Малолітніх,
way/187406893,,school,Publiczna Szkoła Podstawowa nr 5 im. Energetyków Zespołu Szkół Ogólnokształcących nr 1,Публічна початкова школа nr 5 ім. Енергетиків Спілки Шкіл Загальноосвітніх nr 1,
way/180161490,,school,Publiczna Szkoła Podstawowa nr 5 im. Orląt lwowskich w Krasnymstawie,Публічна початкова школа nr 5 ім. Орлят Львівських в Краснимставі,
way/550711021,,school,Publiczna Szkoła Podstawowa nr 9 im. Jana Kochanowskiego,Публічна початкова школа nr 9 ім. Івана Кохановського,
way/345679859,Dębica,school,Publiczna Szkoła Podstawowa nr 9 im. Dębickich Saperów,Публічна початкова школа nr 9 ім. Саперів Дембіцьких,
way/739676465,,school,Publiczna Szkoła Podstawowa w Andrzejowie,Публічна початкова школа в Анджейові,
way/699625922,,school,Publiczna Szkoła Podstawowa w Brzostowej Górze,Публічна початкова школа в Бжостовій Гурі,
node/1617095088,,school,Publiczna Szkoła Podstawowa w Bystrem,Публічна початкова школа в Бистрові,
way/262425638,,school,Publiczna Szkoła Podstawowa w Błażku,Публічна початкова школа в Блажкові,
way/788896338,,school,Publiczna Szkoła Podstawowa w Branwi,Публічна початкова школа в Бранві,
way/548131466,,school,Publiczna Szkoła Podstawowa w Kotowej Woli,Публічна початкова школа в Волі Котовій,
way/815420245,,school,Publiczna Szkoła Podstawowa w Woli Rusinowskiej,Публічна початкова школа в Волі Русіновській,
node/8623573072,,school,Publiczna Szkoła Podstawowa w Honiatyczach,Публічна початкова школа в Гонятичах,
way/825383761,,school,Publiczna Szkoła Podstawowa w Gorajcu,Публічна початкова школа в Горайці,
way/478158132,,school,Publiczna Szkoła Podstawowa w Hulczu,Публічна початкова школа в Гульчі,
way/158936645,Huta Krzeszowska,school,Publiczna Szkoła Podstawowa w Hucie Krzeszowskiej,Публічна початкова школа в Гуті Кжешовіцькій,
way/309982763,,school,Publiczna Szkoła Podstawowa w Hucisku,Публічна початкова школа в Гуціскові,
node/1850872020,,school,Publiczna Szkoła Podstawowa w Gwoźdźcu,Публічна початкова школа в Ґвозьдзьці,
way/739676552,,school,Publiczna Szkoła Podstawowa w Godziszowie Drugim,Публічна початкова школа в Ґодзішові Другім,
way/1035816012,,school,"Publiczna Szkoła Podstawowa w Dołhobyczowie ""Im. Nadbużańskiego Oddziału Straży Granicznej""","Публічна початкова школа в Долгобичеві "" Ім. Надбузького Відділу Прикордонної Охорони""",
node/9543496421,,school,Publiczna Szkoła Podstawowa w Dąbrowie,Публічна початкова школа в Домброві,
way/162872325,,school,Publiczna Szkoła Podstawowa w Dąbrówce,Публічна початкова школа в Домбрувці,
way/152580398,,school,Publiczna Szkoła Podstawowa w Dąbrówce,Публічна початкова школа в Домбрувці,
node/3242120898,,school,Publiczna Szkoła Podstawowa w Zakrzowie,Публічна початкова школа в Закжові,
way/799338423,,school,Publiczna Szkoła Podstawowa w Zastawiu,Публічна початкова школа в Застав'ю,
way/825380888,,school,Publiczna Szkoła Podstawowa w Zdziarach,Публічна початкова школа в Здзярах,
way/576867491,,school,Publiczna Szkoła Podstawowa w Krzątce,Публічна початкова школа в Кжонтці,
way/741178663,,school,Publiczna Szkoła Podstawowa w Koble,Публічна початкова школа в Кобле,
way/162877324,,school,Publiczna Szkoła Podstawowa w Kurzynie Średniej,Публічна початкова школа в Кужині Середній,
way/788896340,,school,Publiczna Szkoła Podstawowa w Ładzie,Публічна початкова школа в Ладзі,
way/815152786,,school,Publiczna Szkoła Podstawowa w Lipnicy,Публічна початкова школа в Ліпниці,
way/739676579,,school,Publiczna Szkoła Podstawowa w Łopienniku Dolnym,Публічна початкова школа в Лопеннікові Дольним,
way/780139746,,school,Publiczna Szkoła Podstawowa w Łopienniku Nadrzecznym,Публічна початкова школа в Лопеннікові Наджечному,
way/740823511,,school,Publiczna Szkoła Podstawowa w Majdanie Zbydniowskim im. Żołnierzy II Armii Wojska Polskiego,Публічна початкова школа в Майданкові Збидньвському ім. Солдатів ІІ Армії Війська Польського,
way/995194784,,school,PSP w Mostkach - Sokalach,Публічна початкова школа в Мостках-Соколах,
way/741178689,,school,Publiczna Szkoła Podstawowa w Nowej Wsi,Публічна початкова школа в Новій Всі,
way/570444644,,school,Publiczna Szkoła Podstawowa w Przyszowie - Zapuściu,Публічна початкова школа в Пжишові-Запусьцю,
